gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
62;2358;7;106;Ontruiming huurachterstand;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;9;27.50;0.00;CAT 2;0.00;0-500;0;4-10;e. 51-75;nee
62;981;3;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;10280;9;6311.52;218.46;nvt;20420.49;3000+;2500+;0-3;e. 51-75;nee
62;1554;5;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;1;5;1559.24;200.31;CAT 4;10543.02;1500-3000;2500+;4-10;e. 51-75;nee
62;3863;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;3;2431.24;200.31;nvt;0.00;1500-3000;0;4-10;e. 51-75;nee
33;10593;29;107;Verhuizing;0;0;Koop;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
36;11507;32;108;Opzegging i.v.m. overlijden;0;0;Koop;EXT.BEHEER;tot 400;ja;2;3;0.00;0.00;nvt;0.00;0;0;30+;d. 36-50;nee
62;1384;4;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;1;10;915.73;0.00;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
62;2997;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;5;9035.40;0.00;CAT 2;0.00;3000+;0;4-10;e. 51-75;nee
62;1021;3;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;25112;8;1454.14;162.49;CAT 3;6257.82;1500-3000;2500+;0-3;e. 51-75;nee
62;2633;7;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;650.29;92.95;CAT 2;0.00;500-1500;0;4-10;e. 51-75;nee
62;10031;28;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
62;2737;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;7;190.57;0.00;CAT 2;0.00;0-500;0;4-10;e. 51-75;nee
62;466;1;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;204;7;61.63;207.43;nvt;1518.86;0-500;1000-2500;0-3;e. 51-75;ja
62;1696;4;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;10;111.82;0.00;nvt;0.00;0-500;0;4-10;e. 51-75;nee
62;8806;24;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;3;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
62;4900;13;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;3;3003.80;159.17;nvt;0.00;3000+;0;11-20;e. 51-75;nee
62;13939;38;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;ja;3;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;nee
62;3480;9;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;7;2651.46;0.00;nvt;0.00;1500-3000;0;4-10;e. 51-75;nee
62;772;2;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;5217;7;6493.33;159.17;nvt;4238.41;3000+;2500+;0-3;e. 51-75;nee
62;3737;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;3;2039.18;182.48;nvt;0.00;1500-3000;0;4-10;e. 51-75;nee
62;2766;7;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;5;837.29;159.17;nvt;0.00;500-1500;0;4-10;e. 51-75;nee
62;5188;14;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;3;366.21;177.17;nvt;0.00;500-1500;0;11-20;e. 51-75;nee
62;6288;17;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;2;602.22;182.48;nvt;0.00;500-1500;0;11-20;e. 51-75;nee
62;5952;17;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;2;3418.31;159.17;nvt;0.00;3000+;0;11-20;e. 51-75;nee
62;10420;29;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
62;13219;37;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;nee
62;1630;4;106;Ontruiming huurachterstand;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;9;2557.39;0.00;CAT 2;0.00;1500-3000;0;4-10;e. 51-75;nee
62;462;2;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;25112;9;303.20;7.94;nvt;4115.59;0-500;2500+;0-3;e. 51-75;nee
62;8558;23;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;3;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
62;6316;17;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;2;5;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
62;3216;8;106;Ontruiming ivm woonfraude;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;4;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
62;5712;16;106;Ontruiming huurachterstand;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;7;0.00;0.00;CAT 4;0.00;0;0;11-20;e. 51-75;nee
62;6422;17;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;7;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
62;3556;10;106;Ontruiming ivm hennep;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
57;12367;34;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;1207;3;106;Sloop;WK036385;3630385;SH;Eigenaar;400-600;nee;25112;7;899.71;233.95;nvt;0.00;500-1500;0;0-3;e. 51-75;ja
57;8602;24;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;10919;30;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;2172;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;25112;8;680.42;0.00;CAT 2;0.00;500-1500;0;4-10;e. 51-75;ja
57;595;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;8;3117.83;257.62;CAT 4;0.00;3000+;0;0-3;e. 51-75;ja
57;7639;21;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;4306;11;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;604.47;233.95;CAT 3;0.00;500-1500;0;11-20;e. 51-75;ja
57;7770;21;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;5857;16;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;465.30;233.95;CAT 2;0.00;500-1500;0;11-20;e. 51-75;ja
57;6414;17;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
57;7120;19;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;ja
57;4599;12;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;403.95;233.95;nvt;0.00;500-1500;0;11-20;e. 51-75;ja
57;9554;26;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;2800;7;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;5;26.40;233.95;CAT 2;0.00;0-500;0;4-10;e. 51-75;ja
57;4731;13;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;233.95;nvt;0.00;0-500;0;11-20;e. 51-75;ja
57;5021;13;106;Huuropzegging ivm woonfraude;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;5;202.23;0.00;CAT 4;0.00;0-500;0;11-20;e. 51-75;ja
57;263;0;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;5;337.81;233.95;CAT 4;0.00;500-1500;0;0-3;e. 51-75;ja
57;11088;31;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;535;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;1706.10;0-500;1000-2500;0-3;e. 51-75;ja
57;7035;19;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;ja
57;12448;34;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;11315;31;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;3116;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;6;0.00;233.95;CAT 2;0.00;0-500;0;4-10;e. 51-75;ja
57;2774;7;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;5;0.00;233.95;CAT 2;0.00;0-500;0;4-10;e. 51-75;ja
57;6589;18;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;ja
57;510;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;1941;5;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;1;6;2922.66;233.95;nvt;0.00;3000+;0;4-10;e. 51-75;ja
57;11535;31;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;4;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;3942;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;440.40;233.95;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
57;3411;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;0.00;12.36;CAT 3;0.00;0-500;0;4-10;e. 51-75;ja
57;206;0;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;189.79;221.59;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;11672;32;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;6;2;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;13441;36;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;3557;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;107.25;0.00;CAT 2;0.00;0-500;0;4-10;e. 51-75;ja
57;503;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;9892;27;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;2375;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;5;161.60;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;12589;34;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;4254;11;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;111.81;233.95;nvt;0.00;0-500;0;11-20;e. 51-75;ja
57;7440;20;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;ja
57;444;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;11535;32;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;5;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;492;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;5;1548.63;233.95;CAT 4;0.00;1500-3000;0;0-3;e. 51-75;ja
57;8482;23;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;402;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;2310;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;2;5;0.00;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;3755;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;381.88;233.95;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
57;5451;15;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;4;3;94.45;233.95;nvt;0.00;0-500;0;11-20;e. 51-75;ja
57;3686;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;389.49;12.36;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;181;0;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;398.40;221.59;nvt;0.00;500-1500;0;0-3;e. 51-75;ja
57;2612;7;106;Ontruiming ivm woonfraude;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
57;676;2;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;5;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;12649;34;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;6;2;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;7817;21;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;428;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;11953;32;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;3679;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;1146.18;233.95;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
57;2008;5;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
57;318;1;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;7;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;2282;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;2;5;0.00;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;6743;18;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;4;3;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
57;4013;11;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;434.94;0.00;nvt;0.00;0-500;0;11-20;e. 51-75;ja
57;512;1;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;3379;9;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;3;145.24;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;3758;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;2597.90;0.00;nvt;0.00;1500-3000;0;4-10;e. 51-75;ja
57;423;1;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;427.66;233.95;nvt;0.00;500-1500;0;0-3;e. 51-75;ja
57;10974;30;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;10895;29;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;3100;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;6;175.56;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;165;0;106;Verhuizing;WK036385;3630385;SH;Eigenaar;600-800;nee;100;6;347.49;98.30;CAT 4;0.00;0-500;0;0-3;e. 51-75;ja
57;11927;33;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;5;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
57;484;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;5;1747.45;233.95;CAT 4;0.00;1500-3000;0;0-3;e. 51-75;ja
57;9108;25;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;4298;12;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;4129.81;0.00;nvt;0.00;3000+;0;11-20;e. 51-75;ja
57;427;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;9759;26;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;4;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;3646;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;1635.86;233.95;CAT 3;0.00;1500-3000;0;4-10;e. 51-75;ja
57;9116;25;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;4467;12;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;1484.19;233.95;nvt;0.00;1500-3000;0;11-20;e. 51-75;ja
57;2522;7;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
57;498;1;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;7;281.23;233.95;nvt;0.00;500-1500;0;0-3;e. 51-75;ja
57;2857;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;853.02;0.00;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
57;412;1;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;1103.90;233.95;nvt;0.00;500-1500;0;0-3;e. 51-75;ja
57;11193;30;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;399;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;4270;12;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;106.92;0.00;nvt;0.00;0-500;0;11-20;e. 51-75;ja
57;423;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;73.70;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;5885;16;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;4;954.32;233.95;nvt;0.00;500-1500;0;11-20;e. 51-75;ja
57;84;0;106;Verhuizing;WK036385;3630385;SH;Eigenaar;600-800;nee;5217;4;0.00;23.67;CAT 4;0.00;0-500;0;0-3;e. 51-75;ja
57;2995;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;4;5;0.00;233.95;nvt;0.00;0-500;0;4-10;e. 51-75;ja
57;2080;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
57;423;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;7;0.00;233.95;CAT 4;0.00;0-500;0;0-3;e. 51-75;ja
57;9374;26;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;ja
57;423;1;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;675454;4;0.00;233.95;nvt;0.00;0-500;0;0-3;e. 51-75;ja
57;2199;6;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;3;5;1535.28;233.95;nvt;0.00;1500-3000;0;4-10;e. 51-75;ja
57;2890;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;6;325.87;233.95;nvt;0.00;500-1500;0;4-10;e. 51-75;ja
57;5338;15;106;Onbekend;WK036385;3630385;SH;Eigenaar;tot 400;nee;2;3;0.00;-17.77;nvt;0.00;onbekend;0;11-20;e. 51-75;ja
57;890;3;106;wel vonnis, sleutel ingeleverd;WK036385;3630385;SH;Eigenaar;800+;nee;1;6;2575.28;-17.25;nvt;0.00;1500-3000;0;0-3;e. 51-75;ja
57;146;0;106;Renovatie;WK036385;3630385;SH;Eigenaar;tot 400;nee;31;6;0.00;23.15;nvt;0.00;0-500;0;0-3;e. 51-75;ja
31;4855;14;103;Ontruiming huurachterstand;0;0;Koop;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;11-20;c. 26-35;ja
31;10025;27;103;Opzegging i.v.m. overlijden;0;0;Koop;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
13;3563;10;108;Opzegging i.v.m. overlijden;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
13;3574;10;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
13;3123;9;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
13;482;1;108;Opzegging i.v.m. overlijden;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1;6;0.00;5.70;nvt;2427.04;0-500;1000-2500;0-3;b. 11-25;ja
13;723;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;2;3;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
13;3849;11;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;11-20;b. 11-25;ja
13;2106;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;4;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;nee
13;2297;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1;6;1690.73;42.32;nvt;0.00;1500-3000;0;4-10;b. 11-25;nee
13;3332;9;101;Verhuizing;WK036307;3630007;SH;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
26;3797;10;103;Verhuizing;0;0;Koop;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;c. 26-35;ja
26;4746;13;103;Verhuizing;0;0;Koop;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;CAT 2;0.00;0;0;11-20;c. 26-35;ja
26;5734;15;103;Verkoop zittende huurder;0;0;Koop;VVE-HUUR;tot 400;nee;1;1;0.00;0.00;CAT 2;0.00;0;0;11-20;c. 26-35;ja
12;2999;9;108;Verhuizing;WK036335;3630535;SH;EXT.BEHEER;tot 400;nee;7;5;300.19;288.66;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
12;3127;9;108;Verhuizing;WK036335;3630535;SH;EXT.BEHEER;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
12;2048;6;108;Woningruil;WK036335;3630535;SH;EXT.BEHEER;600-800;nee;3;5;0.00;29.93;nvt;0.00;0-500;0;4-10;b. 11-25;nee
12;395;1;108;Woningruil;WK036335;3630535;SH;EXT.BEHEER;400-600;nee;4;5;451.33;255.32;nvt;2048.75;500-1500;1000-2500;0-3;b. 11-25;ja
12;1011;3;108;Ontruiming huurachterstand;WK036335;3630535;SH;EXT.BEHEER;600-800;nee;1;8;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
12;1093;3;108;Huuropzegging ivm woonfraude;WK036335;3630535;SH;EXT.BEHEER;600-800;nee;1;8;716.76;285.26;nvt;617.10;500-1500;500-1000;0-3;b. 11-25;nee
12;2772;8;108;Verhuizing;WK036335;3630535;SH;EXT.BEHEER;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
24;8370;23;107;Verhuizing;0;0;Koop;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;21-30;b. 11-25;ja
61;3362;9;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
61;875;3;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;nee;1;8;0.00;154.43;nvt;0.00;0-500;0;0-3;e. 51-75;nee
61;3621;10;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
61;3160;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;6;1160.00;373.01;CAT 2;0.00;1500-3000;0;4-10;e. 51-75;nee
61;3474;9;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
61;2892;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
