gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
11;3887;10;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1529;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1051;3;382;Huuropzegging ivm woonfraude;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;28794.76;1864.90;nvt;822.94;3000+;500-1000;0-3;b. 11-25;nee
11;1804;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;6;1705.05;0.00;nvt;0.00;1500-3000;0;4-10;b. 11-25;ja
11;638;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;33.23;54.42;nvt;1236.65;0-500;1000-2500;0-3;b. 11-25;ja
11;608;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;8;200.40;1810.48;nvt;655.67;1500-3000;500-1000;0-3;b. 11-25;nee
11;873;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;14.85;0.00;nvt;0.00;0-500;0;0-3;b. 11-25;ja
11;717;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;14;614.64;47.23;nvt;7217.43;500-1500;2500+;0-3;b. 11-25;nee
11;399;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;14;1266.27;1817.67;nvt;1318.20;3000+;1000-2500;0-3;b. 11-25;ja
11;1310;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;12774.25;1864.90;nvt;6545.76;3000+;2500+;4-10;b. 11-25;ja
11;943;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;4;8;1739.77;0.00;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
11;882;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;13;1366.06;74.10;nvt;844.46;500-1500;500-1000;0-3;b. 11-25;ja
11;635;2;382;wel vonnis, sleutel ingeleverd;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;0.00;0.00;CAT 4;0.00;0;0;0-3;b. 11-25;ja
11;486;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
5;316;1;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;3;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
5;1766;5;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
5;1395;4;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
5;1185;3;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
5;610;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;6;383.52;66.30;nvt;616.24;0-500;500-1000;0-3;a. 0-10;ja
5;905;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;4;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
12;970;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;1315.13;3392.20;nvt;652.93;3000+;500-1000;0-3;b. 11-25;ja
12;2786;8;382;Ontruiming huurachterstand;WK030731;3073101;VSH;Eigenaar;800+;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
12;1064;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;4;6;2939.60;3392.20;CAT 2;8416.33;3000+;2500+;0-3;b. 11-25;ja
12;3649;10;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
12;396;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;7;1652.94;0.00;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
12;3169;9;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;2;6;1288.84;3433.70;nvt;0.00;3000+;0;4-10;b. 11-25;ja
12;2785;8;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
12;819;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;426.01;556.30;nvt;5083.83;500-1500;2500+;0-3;b. 11-25;nee
12;718;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;11;1243.92;3269.73;nvt;1376.38;3000+;1000-2500;0-3;b. 11-25;ja
12;750;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;7;956.10;0.00;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
12;366;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;0.00;0.00;nvt;117.37;0;0-500;0-3;b. 11-25;ja
12;497;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;1881.34;0.00;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
12;892;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;2708.79;0.00;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
12;1530;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;4722.78;3651.60;CAT 2;2118.54;3000+;1000-2500;4-10;b. 11-25;nee
12;1337;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;1162.83;3392.20;CAT 2;1632.73;3000+;1000-2500;4-10;b. 11-25;ja
12;642;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;6347.10;0.00;nvt;866.77;3000+;500-1000;0-3;b. 11-25;ja
12;1925;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;nee
12;1306;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;1400.85;3665.70;nvt;4318.95;3000+;2500+;4-10;b. 11-25;ja
12;529;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;4237.80;0.00;nvt;1111.74;3000+;1000-2500;0-3;b. 11-25;ja
12;1250;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;14;1657.27;3378.05;nvt;0.00;3000+;0;4-10;b. 11-25;ja
12;377;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;14;7848.69;254.43;nvt;0.00;3000+;0;0-3;b. 11-25;ja
12;758;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
12;579;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;17.60;0.00;nvt;2211.10;0-500;1000-2500;0-3;b. 11-25;ja
12;1172;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;1368.11;3826.02;nvt;647.01;3000+;500-1000;0-3;b. 11-25;ja
10;1308;4;381;Verhuizing;WK030701;3070103;SH;Eigenaar;400-600;nee;1;5;686.33;0.00;nvt;0.00;500-1500;0;4-10;a. 0-10;ja
10;2936;8;381;Verhuizing;WK030701;3070103;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
11;1566;5;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;8;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;nee
11;2419;6;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;5;1069.90;0.00;nvt;0.00;500-1500;0;4-10;b. 11-25;nee
9;1106;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;197.44;11.02;nvt;0.00;0-500;0;0-3;a. 0-10;ja
9;453;1;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;306.34;1608.83;nvt;601.79;1500-3000;500-1000;0-3;a. 0-10;ja
9;1729;4;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;5;0.00;1647.74;nvt;710.38;1500-3000;500-1000;4-10;a. 0-10;ja
9;1957;5;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;112;1;381;Opzegging i.v.m. overlijden;WK030701;3070107;SH;Eigenaar;400-600;nee;1;4;0.00;3.28;nvt;1267.15;0-500;1000-2500;0-3;a. 0-10;ja
9;2193;6;381;Verhuizing;WK030701;3070107;SH;Eigenaar;tot 400;nee;8;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;723;2;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;0.00;1691.14;nvt;1350.31;1500-3000;1000-2500;0-3;a. 0-10;ja
9;753;2;381;Woningruil;WK030701;3070107;SH;Eigenaar;400-600;nee;4;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;1519;4;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;8;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;949;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;2;8;0.00;1705.86;nvt;0.00;1500-3000;0;0-3;a. 0-10;ja
9;1787;5;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;9;0.00;1619.85;nvt;0.00;1500-3000;0;4-10;a. 0-10;ja
9;1030;2;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;5;68.91;11.02;nvt;0.00;0-500;0;0-3;a. 0-10;ja
9;728;2;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;6;6;0.00;11.02;nvt;617.10;0-500;500-1000;0-3;a. 0-10;ja
9;1986;6;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;229.10;1647.74;nvt;0.00;1500-3000;0;4-10;a. 0-10;ja
9;1525;4;381;Verhuizing;WK030701;3070107;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1029;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;465.50;1619.85;nvt;1476.20;1500-3000;1000-2500;0-3;a. 0-10;ja
9;362;1;381;Verhuizing;WK030701;3070107;SH;Eigenaar;600-800;nee;1;7;0.00;132.09;nvt;968.00;0-500;500-1000;0-3;a. 0-10;ja
9;1962;5;381;Verhuizing;WK030701;3070107;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1123;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;1073;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;7;1.10;11.02;nvt;233.35;0-500;0-500;0-3;a. 0-10;ja
9;1933;6;381;Verhuizing;WK030701;3070107;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1201;3;381;Verhuizing;WK030701;3070107;SH;Eigenaar;400-600;nee;1;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;471;2;381;Woningruil;WK030701;3070107;SH;Eigenaar;400-600;nee;1;5;0.00;13.05;nvt;0.00;0-500;0;0-3;a. 0-10;ja
9;2540;7;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1022;3;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;11;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;546;1;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;11;526.71;19.79;nvt;1413.12;500-1500;1000-2500;0-3;a. 0-10;nee
9;1766;5;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1208;3;382;Woningruil;WK030731;3073103;MSH;Eigenaar;600-800;nee;3;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;955;2;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;9;641.22;341.57;nvt;676.92;500-1500;500-1000;0-3;a. 0-10;nee
9;2469;7;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1148;3;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;10;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;588;2;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;8;10;709.29;292.01;nvt;1047.23;500-1500;1000-2500;0-3;a. 0-10;ja
9;1211;3;382;Verhuizing;WK030731;3073103;SH;Eigenaar;600-800;nee;2;7;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;2242;6;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;872;2;382;Verhuizing;WK030731;3073103;VSH;Eigenaar;800+;nee;1;11;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;365;1;382;Verhuizing;WK030731;3073103;VSH;Eigenaar;800+;nee;1;11;1992.14;145.37;nvt;617.10;1500-3000;500-1000;0-3;a. 0-10;nee
9;1631;4;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;9;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1252;4;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1319;4;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;10;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;927;2;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;800+;nee;1;10;8435.21;2210.46;nvt;749.21;3000+;500-1000;0-3;a. 0-10;nee
9;2265;6;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;3;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1667;4;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;8;471.91;144.07;CAT 2;0.00;500-1500;0;4-10;a. 0-10;nee
9;1614;5;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;5;778.26;2331.32;nvt;0.00;3000+;0;4-10;a. 0-10;nee
9;2091;6;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1779;5;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1669;5;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2093;6;382;Verhuizing;WK030731;3073103;MSH;Eigenaar;600-800;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
27;1008;2;382;Verhuizing;WK030721;3072106;SH;Eigenaar;600-800;nee;1;5;1820.88;5633.35;nvt;162.61;3000+;0-500;0-3;c. 26-35;nee
27;3213;9;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;c. 26-35;nee
27;479;1;382;Ontruiming ivm hennep;WK030721;3072106;SH;Eigenaar;400-600;nee;1;5;0.00;4223.42;nvt;1718.90;3000+;1000-2500;0-3;c. 26-35;nee
27;3626;10;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;2;3;360.76;5688.96;nvt;0.00;3000+;0;4-10;c. 26-35;nee
27;6485;18;382;Ontruiming i.v.m. overlijden zonder Erven;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;4;333.80;6559.30;nvt;541.50;3000+;500-1000;11-20;c. 26-35;nee
27;1792;5;382;Huurachterstand (sleutels ingeleverd);WK030721;3072106;SH;Eigenaar;600-800;nee;1;9;0.00;6103.62;nvt;0.00;3000+;0;4-10;c. 26-35;nee
27;1124;3;382;Verhuizing;WK030721;3072106;SH;Eigenaar;600-800;nee;1;7;0.00;2867.52;nvt;0.00;1500-3000;0;0-3;c. 26-35;nee
27;757;2;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;400-600;nee;9;7;1404.36;3236.10;CAT 4;2640.81;3000+;2500+;0-3;c. 26-35;ja
27;2044;6;382;Verhuizing;WK030721;3072106;SH;Eigenaar;600-800;nee;1;5;264.86;6103.62;nvt;0.00;3000+;0;4-10;c. 26-35;ja
27;7262;20;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;CAT 3;0.00;0;0;11-20;c. 26-35;ja
27;5924;16;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;11-20;c. 26-35;ja
27;182;0;382;Verhuizing;WK030721;3072106;SH;Eigenaar;600-800;nee;1;4;0.00;0.00;nvt;2304.60;0;1000-2500;0-3;c. 26-35;nee
27;9401;26;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;2324;6;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;400-600;nee;1;5;2279.01;6103.62;nvt;0.00;3000+;0;4-10;c. 26-35;ja
27;9621;27;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;8219;23;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;9500;26;382;Verhuizing;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;778;2;382;Verhuizing;WK030721;3072106;SH;Eigenaar;600-800;nee;1;5;55.31;1443.99;nvt;1359.26;500-1500;1000-2500;0-3;c. 26-35;nee
27;6288;17;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;5;2350.79;6974.06;nvt;0.00;3000+;0;11-20;c. 26-35;nee
27;4429;12;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;tot 400;nee;2;3;112.55;5688.96;nvt;0.00;3000+;0;11-20;c. 26-35;nee
27;9537;26;382;Opzegging i.v.m. overlijden;WK030721;3072106;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;9371;26;382;Verhuizing;WK030721;3072108;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
27;9601;26;382;Verhuizing;WK030721;3072107;Koop: verh;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
26;2729;8;381;Verhuizing;WK030707;3070701;SH;Eigenaar;tot 400;nee;1;5;1196.11;100.35;nvt;0.00;500-1500;0;4-10;c. 26-35;nee
26;1807;5;381;Woningruil;WK030707;3070701;SH;Eigenaar;tot 400;nee;1;4;222.13;0.00;nvt;0.00;0-500;0;4-10;c. 26-35;nee
26;3088;9;381;Verhuizing;WK030707;3070701;SH;Eigenaar;tot 400;nee;8;5;4586.85;0.00;nvt;0.00;3000+;0;4-10;c. 26-35;nee
26;568;1;381;Verhuizing;WK030707;3070701;SH;Eigenaar;600-800;nee;1;5;979.45;517.64;nvt;1844.22;500-1500;1000-2500;0-3;c. 26-35;ja
26;3220;9;381;Verhuizing;WK030707;3070701;SH;Eigenaar;tot 400;nee;1;2;332.86;0.00;nvt;0.00;0-500;0;4-10;c. 26-35;nee
26;2776;8;381;Verhuizing;WK030707;3070701;SH;Eigenaar;600-800;nee;1;5;235.44;1625.44;nvt;657.55;1500-3000;500-1000;4-10;c. 26-35;ja
26;6725;19;381;Opzegging i.v.m. overlijden;WK030707;3070701;SH;Eigenaar;tot 400;nee;1;4;589.61;2539.95;nvt;0.00;3000+;0;11-20;c. 26-35;nee
26;1227;3;381;Verhuizing;WK030707;3070701;SH;Eigenaar;600-800;nee;1;8;73.43;0.00;nvt;0.00;0-500;0;0-3;c. 26-35;ja
26;4772;13;381;Verhuizing;WK030707;3070701;SH;Eigenaar;tot 400;nee;1;3;171.60;845.63;nvt;0.00;500-1500;0;11-20;c. 26-35;nee
26;1417;4;381;Verhuizing;WK030707;3070701;SH;Eigenaar;600-800;nee;2;5;304.17;99.80;nvt;0.00;0-500;0;4-10;c. 26-35;ja
26;8341;23;381;Verhuizing;WK030709;3070902;MSH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
26;6981;19;381;Verhuizing;WK030709;3070902;MSH;Eigenaar;tot 400;nee;1;7;0.00;0.00;CAT 3;0.00;0;0;11-20;c. 26-35;ja
26;578;2;381;Verhuizing;WK030709;3070902;MSH;Eigenaar;800+;nee;1;7;664.73;199.68;nvt;29859.30;500-1500;2500+;0-3;c. 26-35;nee
26;662;2;381;Verhuizing;WK030709;3070902;MSH;Eigenaar;600-800;nee;1;7;569.33;0.00;nvt;761.12;500-1500;500-1000;0-3;c. 26-35;nee
26;4674;12;381;Verhuizing;WK030709;3070902;SH;Eigenaar;tot 400;nee;1;3;293.16;270.45;nvt;0.00;500-1500;0;11-20;c. 26-35;nee
26;1204;3;381;Verhuizing;WK030709;3070900;MSH;Eigenaar;600-800;nee;1;6;64.13;0.00;CAT 2;0.00;0-500;0;0-3;c. 26-35;nee
26;6301;17;381;Huuropzegging ivm woonfraude;WK030709;3070900;MSH;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 3;0.00;0;0;11-20;c. 26-35;ja
26;7893;22;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
26;2929;8;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;1;2;58.85;0.00;nvt;0.00;0-500;0;4-10;c. 26-35;nee
26;2470;7;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;2;3;1250.80;0.00;nvt;0.00;500-1500;0;4-10;c. 26-35;nee
26;2474;7;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;c. 26-35;nee
26;962;2;381;Verhuizing;WK030709;3070900;SH;Eigenaar;400-600;nee;2;7;862.07;1022.19;nvt;1476.20;1500-3000;1000-2500;0-3;c. 26-35;ja
26;721;2;381;Verhuizing;WK030709;3070900;SH;Eigenaar;600-800;nee;1;5;78.65;0.00;nvt;667.91;0-500;500-1000;0-3;c. 26-35;ja
26;7920;22;381;Verhuizing;WK030709;3070902;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;21-30;c. 26-35;ja
26;997;3;381;Verhuizing;WK030709;3070902;SH;Eigenaar;400-600;nee;1;4;321.53;571.14;nvt;2156.59;500-1500;1000-2500;0-3;c. 26-35;nee
26;5339;14;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;1;4;201.61;823.32;nvt;0.00;500-1500;0;11-20;c. 26-35;nee
26;1893;5;381;Verhuizing;WK030709;3070900;SH;Eigenaar;tot 400;nee;1;4;358.18;0.00;nvt;0.00;0-500;0;4-10;c. 26-35;nee
26;740;2;381;Woningruil;WK030709;3070900;SH;Eigenaar;600-800;nee;6;5;2456.83;0.00;CAT 3;0.00;1500-3000;0;0-3;c. 26-35;ja
26;515;1;381;Woningruil;WK030709;3070900;SH;Eigenaar;600-800;nee;4;5;278.49;0.00;nvt;806.10;0-500;500-1000;0-3;c. 26-35;ja
25;5071;13;381;Verhuizing;WK030703;3070300;SH;Eigenaar;tot 400;nee;1;8;1230.92;0.00;nvt;0.00;500-1500;0;11-20;b. 11-25;nee
25;963;2;381;Verhuizing;WK030703;3070300;SH;Eigenaar;400-600;nee;2;8;630.15;770.23;CAT 3;12111.17;500-1500;2500+;0-3;b. 11-25;ja
25;136;1;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;600-800;nee;1;8;0.00;380.91;nvt;968.00;0-500;500-1000;0-3;b. 11-25;nee
25;3326;9;381;Verhuizing;WK030703;3070300;SH;Eigenaar;tot 400;nee;1;3;0.00;124.66;nvt;0.00;0-500;0;4-10;b. 11-25;nee
25;4718;13;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;11-20;b. 11-25;ja
25;266;1;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;400-600;nee;1;7;0.00;0.00;nvt;985.96;0;500-1000;0-3;b. 11-25;nee
25;468;1;381;Verhuizing;WK030703;3070300;SH;Eigenaar;400-600;nee;6;7;732.66;407.49;nvt;2598.48;500-1500;2500+;0-3;b. 11-25;nee
25;106;0;381;Verhuizing;WK030703;3070300;SH;Eigenaar;400-600;nee;8;7;0.00;0.00;nvt;3681.96;0;2500+;0-3;b. 11-25;ja
25;448;1;381;Verhuizing;WK030703;3070300;SH;Eigenaar;400-600;nee;9;7;598.74;124.66;nvt;814.19;500-1500;500-1000;0-3;b. 11-25;nee
25;2078;6;381;Verhuizing;WK030703;3070300;SH;Eigenaar;tot 400;nee;1;5;808.28;124.66;nvt;0.00;500-1500;0;4-10;b. 11-25;nee
25;6184;17;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;tot 400;nee;1;5;-10216.86;745.63;nvt;0.00;onbekend;0;11-20;b. 11-25;nee
25;2095;6;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;400-600;nee;2;8;0.00;1960.40;nvt;0.00;1500-3000;0;4-10;b. 11-25;nee
25;928;2;381;Verhuizing;WK030703;3070300;SH;Eigenaar;400-600;nee;1;7;1103.97;124.66;nvt;0.00;500-1500;0;0-3;b. 11-25;nee
25;1060;3;381;Opzegging i.v.m. overlijden;WK030703;3070300;SH;Eigenaar;400-600;nee;4;7;53.39;2039.91;nvt;2025.06;1500-3000;1000-2500;0-3;b. 11-25;nee
